CPU_Usage (%),Memory_Usage (%),Storage_Usage (GB),Network_Traffic (MB/s),Instance_Type,Cost
40,65,497,556,t2.medium,175.74
47,94,410,529,t2.medium,186.75
51,53,183,936,t2.micro,138.67
97,18,427,806,t2.small,178.71
30,63,473,593,t2.small,148.47
54,34,160,911,t2.large,195.11
62,59,125,433,t2.large,183.6
51,17,73,149,t2.micro,68.26
22,49,353,788,t2.small,134.38
73,11,171,596,t2.large,183.2
90,82,102,460,t2.medium,175.47
37,55,110,480,t2.medium,129.24
85,49,221,229,t2.large,195.71
17,92,407,943,t2.small,163.47
85,68,450,697,t2.medium,210.58
65,62,160,223,t2.small,124.98
71,25,328,356,t2.medium,154.9
24,82,331,121,t2.micro,111.41
52,65,274,458,t2.small,135.45
35,72,381,197,t2.micro,114.04
61,20,60,874,t2.large,184.88
33,42,400,836,t2.micro,138.24
55,16,183,886,t2.small,133.95
67,13,170,475,t2.micro,103.98
81,45,109,450,t2.small,132.7
29,21,425,472,t2.large,174.33
99,46,167,912,t2.small,174.36
29,78,182,128,t2.micro,92.82
11,22,96,547,t2.medium,95.6
82,51,306,941,t2.medium,198.82
72,84,87,706,t2.medium,177.98
36,13,420,928,t2.small,143.54
58,57,467,497,t2.micro,147.89
41,91,87,642,t2.medium,151.74
93,60,499,505,t2.medium,211.69
57,65,284,415,t2.micro,129.84
23,99,169,383,t2.micro,111.38
19,86,432,115,t2.large,182.19
30,96,188,291,t2.small,121.31
69,28,483,933,t2.medium,195.34
38,22,391,465,t2.micro,110.49
14,14,358,514,t2.large,159.2
55,34,97,105,t2.medium,110.49
41,60,86,680,t2.micro,114.91
54,86,453,782,t2.micro,173.83
55,19,147,935,t2.micro,121.74
65,73,215,988,t2.large,234.08
22,10,262,327,t2.medium,100.62
43,34,331,721,t2.large,197.09
99,17,176,929,t2.large,222.74
41,85,410,322,t2.micro,140.75
27,97,390,391,t2.medium,162.87
66,44,164,630,t2.medium,156.83
76,22,489,478,t2.medium,178.31
90,62,105,244,t2.small,136.05
16,12,130,223,t2.large,124.27
68,53,394,880,t2.medium,199.8
18,63,169,654,t2.large,178.27
98,73,50,739,t2.small,166.02
84,48,210,558,t2.large,208.53
86,91,362,735,t2.large,259.85
44,94,403,875,t2.medium,202.58
65,52,211,866,t2.medium,177.12
26,77,383,816,t2.micro,144.99
88,67,52,908,t2.micro,159.34
74,41,352,262,t2.small,141.36
94,61,387,721,t2.large,251.49
74,42,111,255,t2.small,117.2
74,14,464,220,t2.large,194.23
22,93,268,983,t2.micro,148.83
92,47,102,269,t2.micro,122.65
93,60,51,815,t2.large,221.77
12,97,135,578,t2.micro,110.37
77,19,186,243,t2.large,172.99
89,58,238,409,t2.micro,144.33
52,82,268,392,t2.medium,167.99
19,68,120,822,t2.micro,105.73
60,93,371,970,t2.large,254.77
19,80,120,169,t2.medium,114.3
19,48,64,674,t2.micro,87.25
73,33,214,822,t2.medium,169.75
60,69,447,340,t2.medium,176.95
43,42,448,595,t2.medium,163.47
20,67,355,221,t2.micro,103.28
41,24,119,567,t2.medium,121.6
81,42,287,941,t2.micro,162.06
18,66,378,449,t2.micro,117.39
21,20,250,101,t2.micro,64.62
30,61,462,977,t2.small,170.41
57,31,245,209,t2.medium,129.56
59,90,117,656,t2.small,151.91
12,23,180,179,t2.small,68.38
70,53,421,176,t2.small,147.65
27,42,225,134,t2.medium,109.25
64,73,98,789,t2.small,153.78
65,53,150,136,t2.small,118.65
73,57,239,726,t2.medium,181.42
67,10,119,544,t2.large,168.83
22,61,358,438,t2.medium,144.74
86,56,404,669,t2.medium,205.28
50,82,402,985,t2.micro,175.99
16,20,477,722,t2.micro,112.01
50,58,249,463,t2.medium,153.98
88,45,120,719,t2.medium,166.15
13,16,195,142,t2.medium,84.51
80,40,114,962,t2.large,218.39
86,16,101,458,t2.large,180.36
37,84,344,184,t2.large,190.97
86,66,148,421,t2.small,151.61
57,52,280,416,t2.large,194.85
76,23,165,352,t2.micro,107.68
36,34,245,280,t2.small,99.18
14,97,122,577,t2.medium,138.23
55,10,89,411,t2.medium,112.3
34,55,274,498,t2.large,184.49
63,42,92,583,t2.small,123.74
49,94,313,890,t2.large,237.92
60,91,488,560,t2.medium,206.28
79,64,218,755,t2.micro,157.49
50,43,232,329,t2.small,117.39
87,26,75,244,t2.micro,102.63
48,52,54,582,t2.small,114.53
19,50,148,351,t2.medium,108.68
65,25,300,684,t2.large,203.11
47,46,447,507,t2.medium,162.73
21,11,365,574,t2.medium,130.25
55,78,118,157,t2.large,174.68
31,27,495,624,t2.micro,122.81
92,38,446,172,t2.small,157.29
42,35,297,961,t2.medium,163.11
10,91,137,877,t2.medium,152.3
25,60,243,431,t2.large,175.17
93,56,148,891,t2.medium,192.0
71,18,123,635,t2.micro,111.77
46,12,284,953,t2.small,134.58
55,43,418,185,t2.small,131.54
63,18,453,366,t2.micro,127.99
42,10,179,106,t2.micro,70.56
98,58,455,612,t2.large,253.98
98,27,427,207,t2.medium,174.38
25,69,335,306,t2.small,122.99
91,13,182,534,t2.small,137.71
65,88,314,739,t2.small,178.42
83,90,410,389,t2.large,244.14
98,12,494,649,t2.small,176.25
28,60,88,933,t2.micro,112.96
43,75,89,309,t2.large,168.53
41,59,112,562,t2.small,123.25
75,63,482,844,t2.small,195.04
55,23,114,934,t2.large,188.17
37,79,323,185,t2.large,187.88
18,82,272,778,t2.large,198.98
84,19,415,650,t2.micro,154.4
94,88,159,876,t2.medium,211.39
96,74,282,974,t2.medium,223.56
17,68,365,100,t2.large,168.46
89,36,485,869,t2.large,251.48
86,92,436,227,t2.small,180.83
89,31,151,957,t2.small,161.84
89,74,64,836,t2.large,228.27
66,82,410,527,t2.large,235.14
59,49,78,187,t2.large,161.97
20,81,167,374,t2.large,169.41
44,58,161,439,t2.medium,137.93
22,84,483,420,t2.large,207.53
87,10,106,347,t2.small,112.65
75,51,166,933,t2.micro,150.72
62,68,323,623,t2.large,221.32
63,66,226,219,t2.medium,149.24
53,97,67,482,t2.micro,125.57
55,21,144,449,t2.micro,98.5
74,32,161,680,t2.medium,154.37
36,41,493,803,t2.large,212.39
95,70,206,338,t2.micro,147.22
40,72,335,849,t2.small,154.43
45,19,458,489,t2.large,192.86
78,24,241,558,t2.large,200.59
66,38,190,356,t2.micro,113.76
64,34,114,130,t2.micro,90.95
59,15,66,811,t2.small,113.42
28,72,436,244,t2.large,193.15
87,60,261,993,t2.medium,206.8
78,24,377,585,t2.micro,143.61
39,98,326,279,t2.large,200.45
62,64,182,265,t2.small,124.86
96,80,376,343,t2.small,180.25
55,38,323,187,t2.medium,136.98
80,75,265,915,t2.medium,204.15
28,41,316,606,t2.micro,113.9
47,46,140,236,t2.micro,91.08
20,95,301,868,t2.medium,175.7
50,86,165,716,t2.medium,169.69
68,30,315,310,t2.medium,149.82
29,52,431,121,t2.large,174.86
85,34,91,625,t2.small,137.02
44,28,93,440,t2.medium,114.16
36,80,59,317,t2.medium,128.31
26,56,397,199,t2.micro,102.88
89,85,413,642,t2.micro,187.19
68,14,170,316,t2.micro,97.7
15,52,281,318,t2.micro,90.81
53,57,54,366,t2.large,168.34
31,44,79,125,t2.micro,64.13
42,76,419,173,t2.micro,130.63
13,88,123,479,t2.micro,96.95
76,10,224,415,t2.micro,110.97
87,46,249,345,t2.medium,165.6
55,90,278,757,t2.micro,159.87
64,69,132,474,t2.small,136.84
71,40,308,574,t2.medium,166.17
88,63,121,671,t2.large,218.93
23,22,220,895,t2.small,110.3
26,35,123,992,t2.medium,133.19
29,76,434,815,t2.medium,182.68
83,51,473,290,t2.small,162.15
85,94,165,689,t2.large,237.56
12,44,376,782,t2.large,185.73
12,16,250,163,t2.small,70.75
47,26,192,671,t2.medium,141.64
54,64,241,314,t2.small,126.9
53,82,358,446,t2.micro,149.93
19,83,497,684,t2.large,216.98
57,28,421,848,t2.large,216.91
15,83,491,399,t2.micro,129.63
42,29,442,641,t2.large,197.01
32,95,435,905,t2.large,240.81
38,22,156,783,t2.medium,132.46
93,24,412,718,t2.small,173.36
89,56,136,619,t2.micro,142.61
96,32,319,410,t2.large,211.99
97,15,323,350,t2.small,148.13
40,52,228,449,t2.medium,142.96
86,49,88,960,t2.micro,151.43
98,69,119,843,t2.large,238.88
24,55,215,276,t2.large,158.3
34,12,444,516,t2.small,118.63
57,17,356,477,t2.large,184.72
58,24,450,489,t2.large,200.98
97,50,186,560,t2.medium,179.32
89,16,275,284,t2.medium,154.8
46,10,392,479,t2.small,122.83
10,15,271,807,t2.large,160.33
23,73,132,230,t2.micro,86.48
61,41,459,750,t2.small,167.69
36,88,79,490,t2.micro,110.14
52,89,90,669,t2.small,144.13
86,82,55,197,t2.large,196.42
96,24,262,612,t2.small,160.43
13,13,420,204,t2.large,149.89
41,16,429,114,t2.large,164.03
42,32,296,702,t2.medium,150.92
39,36,483,887,t2.micro,146.77
68,50,279,958,t2.small,171.28
16,57,383,887,t2.small,145.55
68,10,356,881,t2.small,156.34
91,60,282,505,t2.small,165.46
67,39,467,509,t2.medium,177.6
74,95,58,281,t2.large,200.6
23,96,251,947,t2.micro,146.16
28,84,206,561,t2.medium,150.17
39,57,134,922,t2.micro,121.38
33,10,242,311,t2.micro,76.03
25,47,491,965,t2.micro,147.03
98,83,464,406,t2.medium,215.7
29,37,125,452,t2.medium,114.57
39,55,350,835,t2.micro,142.52
54,96,322,740,t2.large,235.03
26,56,291,271,t2.medium,127.4
55,78,224,408,t2.small,141.02
22,16,316,978,t2.small,125.97
61,24,238,431,t2.large,179.77
16,39,102,387,t2.large,139.61
45,87,94,970,t2.large,213.97
57,58,365,195,t2.micro,124.2
17,71,496,738,t2.medium,176.74
73,49,164,362,t2.small,126.74
12,44,79,663,t2.large,155.03
39,16,312,363,t2.small,103.63
36,73,381,141,t2.small,126.95
23,56,83,649,t2.large,166.02
10,90,447,847,t2.small,158.64
73,44,404,597,t2.large,225.08
82,88,127,251,t2.micro,133.87
69,33,277,551,t2.small,141.21
78,20,264,209,t2.large,179.34
62,71,106,894,t2.small,156.05
15,48,170,799,t2.large,176.18
94,53,96,511,t2.small,148.51
59,66,106,580,t2.small,135.37
98,13,260,186,t2.small,130.55
16,27,116,166,t2.medium,84.61
36,34,493,600,t2.large,200.33
67,50,58,326,t2.medium,133.3
40,13,246,558,t2.small,110.08
56,17,455,679,t2.medium,171.65
77,29,433,152,t2.small,137.76
90,86,236,605,t2.large,238.47
33,34,434,361,t2.micro,106.96
67,63,175,852,t2.small,160.05
39,68,82,683,t2.medium,146.1
16,36,459,548,t2.medium,142.23
44,16,284,781,t2.large,187.12
99,89,455,355,t2.large,255.77
32,14,486,522,t2.micro,111.75
15,25,86,324,t2.small,68.66
17,32,56,945,t2.medium,121.71
94,38,315,794,t2.medium,195.67
66,68,472,761,t2.large,251.06
21,16,260,363,t2.medium,107.52
25,82,468,713,t2.medium,180.41
40,64,302,517,t2.micro,127.72
91,38,200,547,t2.large,209.7
85,86,289,218,t2.medium,184.17
92,25,265,389,t2.micro,130.82
60,12,84,810,t2.micro,106.28
69,81,159,307,t2.micro,129.88
18,29,72,578,t2.large,141.88
64,71,240,898,t2.large,228.66
51,79,485,861,t2.large,250.75
46,41,82,212,t2.medium,111.1
56,20,81,276,t2.medium,114.13
79,10,218,259,t2.medium,135.05
54,93,94,525,t2.micro,130.01
69,99,150,150,t2.micro,129.58
67,52,143,383,t2.large,183.94
55,57,352,283,t2.micro,125.69
89,85,370,784,t2.micro,190.16
48,20,167,292,t2.large,154.12
99,78,473,418,t2.small,199.29
53,36,125,401,t2.large,166.3
12,32,287,485,t2.small,96.94
82,49,329,231,t2.micro,133.6
57,94,88,157,t2.small,121.74
60,51,368,457,t2.small,148.92
95,74,420,205,t2.large,238.5
22,30,445,766,t2.medium,153.61
57,43,392,918,t2.small,166.3
43,36,237,912,t2.medium,160.15
76,14,187,358,t2.medium,136.12
40,81,149,944,t2.small,149.42
47,62,120,123,t2.micro,94.39
16,56,411,722,t2.micro,126.04
35,73,379,803,t2.medium,179.37
50,42,459,198,t2.large,194.55
73,76,453,222,t2.small,164.06
57,67,110,956,t2.medium,173.35
78,29,304,125,t2.micro,118.33
71,65,417,149,t2.medium,168.24
84,29,260,677,t2.medium,171.96
39,29,81,439,t2.small,94.22
49,47,202,362,t2.small,116.39
13,75,436,538,t2.micro,127.22
65,66,344,975,t2.large,239.91
89,40,282,965,t2.micro,168.73
93,74,245,140,t2.small,153.76
65,54,295,554,t2.large,208.83
75,15,495,808,t2.small,171.55
78,89,436,146,t2.medium,189.97
67,87,309,163,t2.micro,136.85
50,16,168,636,t2.micro,102.0
43,35,227,599,t2.large,174.7
57,25,225,896,t2.medium,158.74
17,44,393,509,t2.micro,110.19
92,24,330,805,t2.small,168.54
78,34,347,339,t2.large,206.97
65,84,247,291,t2.large,208.43
12,33,255,383,t2.micro,82.75
23,19,409,505,t2.large,170.14
74,52,366,182,t2.micro,131.84
99,13,444,805,t2.micro,170.46
72,95,389,438,t2.medium,198.44
58,82,422,152,t2.small,148.63
25,44,306,701,t2.large,184.21
37,19,149,128,t2.micro,68.65
19,60,302,884,t2.micro,128.78
31,47,352,182,t2.medium,130.64
16,11,383,237,t2.large,147.84
44,85,206,785,t2.micro,141.11
24,53,200,788,t2.medium,142.51
39,71,117,319,t2.large,169.87
72,36,134,733,t2.small,137.06
62,97,145,302,t2.micro,131.82
81,92,216,368,t2.large,221.15
84,30,115,444,t2.micro,114.12
80,72,435,344,t2.medium,187.47
23,58,240,587,t2.large,180.96
93,51,314,352,t2.small,156.15
52,30,388,297,t2.small,121.73
79,48,463,835,t2.micro,177.45
60,29,166,360,t2.large,172.93
73,85,167,492,t2.large,213.84
39,49,219,616,t2.small,123.31
28,97,257,864,t2.large,218.61
45,40,430,304,t2.micro,120.28
59,64,425,389,t2.micro,143.58
58,93,84,247,t2.small,127.53
22,67,319,242,t2.large,173.01
50,50,306,150,t2.micro,104.98
90,63,493,752,t2.medium,221.15
49,27,117,211,t2.medium,113.68
70,53,295,731,t2.micro,147.33
69,21,343,355,t2.micro,120.91
89,78,263,928,t2.large,256.77
41,91,100,108,t2.small,110.23
62,92,471,421,t2.medium,199.24
39,88,358,727,t2.micro,153.34
15,75,467,139,t2.medium,143.0
78,93,218,273,t2.small,154.06
29,52,195,475,t2.small,110.82
80,15,284,273,t2.large,183.07
55,42,309,132,t2.large,175.55
93,86,391,794,t2.small,204.86
88,88,346,866,t2.medium,224.52
67,87,263,587,t2.large,224.71
36,66,327,109,t2.large,176.34
81,86,87,913,t2.large,234.65
58,67,104,640,t2.micro,125.3
72,25,262,805,t2.large,208.86
23,97,307,570,t2.medium,160.4
42,81,78,782,t2.large,196.62
70,26,138,998,t2.small,142.74
60,23,311,950,t2.medium,172.94
55,75,140,749,t2.micro,138.01
33,26,88,636,t2.large,156.01
88,40,256,441,t2.micro,137.46
44,68,169,604,t2.small,130.93
41,84,338,987,t2.small,175.41
14,63,118,987,t2.large,180.31
68,39,267,243,t2.large,186.12
77,57,313,219,t2.micro,136.17
36,16,119,807,t2.micro,94.82
97,57,412,423,t2.medium,201.34
67,72,284,836,t2.micro,163.91
48,76,138,988,t2.micro,145.69
77,58,167,582,t2.micro,137.17
58,99,131,492,t2.medium,169.32
12,86,426,768,t2.micro,144.7
43,55,313,140,t2.micro,103.0
62,53,264,160,t2.micro,113.36
88,68,371,565,t2.small,180.91
61,43,339,621,t2.small,147.13
32,23,161,755,t2.micro,94.44
86,18,163,695,t2.large,200.02
78,41,336,557,t2.micro,146.59
77,68,351,168,t2.large,213.03
21,94,396,860,t2.large,223.94
72,23,367,997,t2.medium,188.63
40,26,383,961,t2.micro,136.43
19,92,446,914,t2.micro,155.83
89,62,191,365,t2.large,212.87
28,13,319,903,t2.medium,142.46
26,72,125,175,t2.medium,116.27
32,52,390,599,t2.medium,154.01
87,59,313,120,t2.micro,138.31
24,89,90,183,t2.large,159.63
48,90,332,538,t2.medium,183.41
43,59,103,548,t2.small,116.12
54,44,367,538,t2.medium,166.04
45,82,483,295,t2.medium,174.49
61,97,310,429,t2.small,162.43
67,12,165,372,t2.medium,124.4
21,47,266,221,t2.medium,114.51
33,13,66,422,t2.micro,65.59
94,64,498,181,t2.medium,198.39
52,62,251,935,t2.large,218.83
10,13,80,935,t2.small,86.05
64,68,432,649,t2.large,232.77
26,61,309,219,t2.micro,101.11
20,90,75,464,t2.small,112.04
95,58,470,402,t2.large,240.57
88,17,326,887,t2.medium,189.27
65,51,142,111,t2.small,113.19
49,11,289,145,t2.small,97.07
73,60,412,483,t2.small,169.1
27,69,284,690,t2.micro,127.36
72,38,133,862,t2.micro,137.48
92,18,476,912,t2.medium,209.48
24,30,390,575,t2.large,180.45
21,26,352,126,t2.micro,80.5
85,12,218,517,t2.micro,122.67
66,72,77,999,t2.small,155.28
55,19,398,870,t2.small,147.48
27,82,162,867,t2.large,197.73
83,88,461,615,t2.medium,220.42
65,49,288,530,t2.micro,138.01
10,21,233,672,t2.large,155.47
75,89,398,347,t2.small,174.76
47,78,367,988,t2.medium,196.74
11,33,192,680,t2.small,94.77
45,97,201,146,t2.small,126.72
33,42,318,846,t2.micro,123.53
53,27,119,247,t2.large,155.51
55,35,151,885,t2.small,133.85
44,23,204,568,t2.large,168.51
69,51,415,244,t2.medium,165.69
33,16,367,771,t2.small,124.97
41,19,416,697,t2.small,135.61
38,26,190,529,t2.medium,124.25
80,48,467,413,t2.micro,157.25
65,75,106,247,t2.medium,145.96
30,15,422,809,t2.medium,150.93
68,30,404,856,t2.micro,153.99
21,88,341,721,t2.micro,137.44
99,28,353,175,t2.small,145.8
23,78,87,798,t2.medium,145.01
87,23,379,983,t2.medium,200.36
22,45,108,874,t2.large,173.7
35,28,481,769,t2.large,207.38
35,64,98,336,t2.large,160.77
94,82,206,945,t2.medium,214.19
16,13,420,542,t2.large,167.83
83,79,176,962,t2.micro,172.41
22,17,169,480,t2.micro,73.79
64,30,417,162,t2.medium,150.19
62,77,457,611,t2.micro,168.87
60,10,203,613,t2.small,118.8
89,85,390,253,t2.small,173.37
82,76,138,236,t2.large,199.85
57,88,325,433,t2.medium,179.76
12,27,358,588,t2.micro,98.88
62,92,125,486,t2.large,208.62
56,53,497,540,t2.large,225.1
63,14,312,219,t2.small,108.9
97,31,482,551,t2.micro,167.64
63,30,382,854,t2.large,223.54
71,24,162,791,t2.micro,127.88
42,34,197,203,t2.medium,113.02
96,70,244,153,t2.large,214.09
41,48,329,914,t2.small,149.95
97,83,462,560,t2.large,261.37
20,68,74,676,t2.medium,130.65
19,51,437,643,t2.micro,124.45
84,65,146,326,t2.large,205.55
29,84,82,548,t2.medium,134.13
17,90,317,629,t2.small,139.91
60,94,255,449,t2.micro,147.99
27,31,242,158,t2.micro,75.1
47,48,309,786,t2.small,145.13
28,41,192,132,t2.medium,100.57
82,15,107,143,t2.medium,121.9
75,25,229,668,t2.micro,130.58
76,66,286,839,t2.small,178.8
28,26,228,339,t2.small,92.89
63,50,61,533,t2.large,181.26
40,53,67,155,t2.large,147.86
59,22,348,975,t2.large,217.6
49,83,301,139,t2.small,134.41
61,55,113,156,t2.small,108.34
85,44,94,248,t2.large,183.26
29,41,498,768,t2.large,210.99
53,40,244,360,t2.micro,109.61
46,40,264,792,t2.large,198.27
27,28,93,983,t2.micro,104.13
91,97,383,800,t2.micro,200.54
85,67,450,507,t2.small,184.32
69,35,426,949,t2.large,240.75
71,10,289,960,t2.micro,142.65
36,25,499,651,t2.medium,155.95
35,42,211,371,t2.large,168.89
54,40,275,422,t2.large,187.7
63,54,484,724,t2.medium,196.86
27,44,185,246,t2.large,156.18
35,84,244,991,t2.small,161.3
80,85,426,617,t2.medium,211.85
59,31,57,185,t2.small,89.89
25,47,332,135,t2.micro,90.77
40,96,357,235,t2.large,204.48
53,78,139,568,t2.micro,128.42
83,53,309,278,t2.micro,138.26
23,78,365,840,t2.medium,171.65
25,39,131,198,t2.medium,100.56
99,72,289,174,t2.micro,153.06
21,18,70,587,t2.small,77.54
56,78,237,702,t2.large,217.05
17,34,462,784,t2.small,134.85
38,17,157,185,t2.micro,67.62
63,22,371,433,t2.medium,151.92
72,58,390,168,t2.medium,170.93
36,74,465,443,t2.large,209.22
96,34,319,835,t2.large,239.76
11,64,102,820,t2.medium,131.4
89,14,152,359,t2.medium,139.61
64,29,405,771,t2.large,219.54
73,33,213,389,t2.medium,146.27
23,29,351,768,t2.micro,109.83
45,21,121,841,t2.large,173.7
47,92,196,552,t2.medium,170.04
73,46,104,927,t2.small,149.53
80,84,238,961,t2.small,190.12
87,95,442,425,t2.small,195.4
50,44,224,493,t2.small,123.85
64,92,371,253,t2.micro,152.92
71,22,101,739,t2.small,125.23
46,83,50,260,t2.medium,130.67
82,77,495,848,t2.small,205.39
36,29,207,265,t2.medium,114.31
42,15,355,573,t2.small,120.8
41,71,408,439,t2.large,206.85
96,46,350,375,t2.medium,186.8
51,89,464,179,t2.medium,173.4
59,29,227,341,t2.micro,106.38
41,48,357,988,t2.micro,146.15
10,88,444,981,t2.medium,186.09
99,75,465,969,t2.large,282.47
72,13,455,170,t2.large,191.12
71,30,437,631,t2.large,219.09
49,72,139,184,t2.micro,103.51
17,24,186,797,t2.medium,123.08
79,52,68,915,t2.micro,143.39
67,71,82,906,t2.large,213.36
60,93,205,228,t2.small,140.67
95,47,57,331,t2.medium,150.82
94,47,115,461,t2.medium,166.82
68,87,365,875,t2.micro,181.33
53,63,213,583,t2.medium,159.95
48,25,493,124,t2.small,120.64
28,51,451,591,t2.large,197.89
60,47,118,567,t2.medium,144.98
15,59,259,554,t2.medium,132.85
81,48,393,671,t2.micro,161.72
14,68,381,311,t2.micro,107.56
24,53,368,741,t2.small,136.36
26,97,350,109,t2.micro,115.34
58,23,196,233,t2.micro,94.48
40,22,408,644,t2.medium,152.22
51,88,103,728,t2.medium,167.19
48,26,219,622,t2.medium,141.1
93,50,171,587,t2.medium,176.89
39,15,182,483,t2.medium,114.88
13,14,285,930,t2.large,166.83
51,37,436,472,t2.large,203.36
72,69,218,916,t2.medium,194.0
51,89,392,334,t2.medium,176.58
43,86,473,226,t2.small,149.6
12,73,195,349,t2.small,101.32
38,42,456,737,t2.micro,142.54
86,29,310,697,t2.small,160.38
12,55,374,993,t2.micro,132.72
41,45,91,702,t2.small,116.08
32,72,203,854,t2.medium,162.25
95,69,273,169,t2.micro,146.5
33,98,97,817,t2.small,144.8
91,17,214,855,t2.small,156.73
29,48,272,108,t2.micro,85.42
29,17,235,183,t2.medium,105.69
61,67,327,348,t2.small,150.13
31,29,134,951,t2.small,117.64
42,19,469,650,t2.micro,125.28
61,83,342,641,t2.medium,193.66
58,51,194,245,t2.medium,136.31
50,22,155,123,t2.medium,108.22
13,88,316,330,t2.small,124.3
79,77,468,417,t2.large,242.87
60,57,210,239,t2.micro,116.73
50,45,324,201,t2.large,179.71
46,46,269,801,t2.large,202.92
32,36,187,558,t2.large,168.43
79,31,335,385,t2.small,143.74
14,57,442,271,t2.small,114.13
95,18,307,644,t2.small,161.17
50,28,253,986,t2.small,141.64
77,95,81,844,t2.large,229.81
78,67,116,313,t2.large,197.19
91,11,388,241,t2.medium,155.84
16,55,333,139,t2.medium,116.87
74,98,193,429,t2.small,162.29
44,30,269,158,t2.micro,90.93
88,46,203,106,t2.micro,120.5
98,48,250,658,t2.small,170.36
46,42,396,535,t2.micro,129.8
63,46,483,457,t2.medium,177.76
88,27,261,569,t2.micro,136.59
89,51,105,304,t2.micro,125.91
49,90,304,198,t2.small,141.23
57,20,448,625,t2.micro,132.41
94,50,312,229,t2.micro,141.08
34,75,263,249,t2.micro,109.24
66,28,389,560,t2.micro,140.17
49,63,224,432,t2.micro,119.51
30,88,433,751,t2.large,227.75
44,15,64,919,t2.micro,102.25
46,13,82,592,t2.large,156.68
15,69,362,759,t2.small,137.16
33,15,382,238,t2.large,158.26
56,50,181,626,t2.micro,126.32
89,65,470,300,t2.medium,196.42
84,83,218,291,t2.medium,177.52
32,46,180,119,t2.large,150.57
80,64,415,929,t2.micro,188.51
92,52,299,989,t2.medium,211.18
22,99,488,876,t2.medium,196.23
54,33,298,553,t2.small,130.04
76,72,269,364,t2.medium,178.26
17,67,243,311,t2.large,162.35
19,16,174,399,t2.medium,96.47
40,41,237,500,t2.small,120.13
96,52,452,581,t2.medium,207.24
65,70,254,221,t2.large,196.27
76,46,439,902,t2.micro,174.15
19,39,485,153,t2.medium,129.45
40,50,369,546,t2.small,135.13
37,38,163,807,t2.medium,142.63
48,85,301,599,t2.micro,149.48
12,61,146,487,t2.small,99.35
94,36,260,114,t2.medium,155.2
79,87,355,720,t2.micro,178.06
97,54,166,124,t2.small,139.1
87,10,165,212,t2.micro,99.6
91,32,499,985,t2.large,259.36
95,51,110,543,t2.large,211.0
28,94,487,815,t2.small,177.87
61,41,183,719,t2.medium,154.49
60,94,91,683,t2.large,210.68
30,68,475,719,t2.small,158.84
16,26,452,665,t2.small,122.89
92,46,409,410,t2.large,227.85
21,70,252,243,t2.large,167.29
32,27,392,976,t2.medium,164.45
27,69,368,118,t2.medium,135.97
56,25,98,700,t2.large,177.43
99,97,382,122,t2.large,244.38
67,94,202,168,t2.medium,163.69
69,39,453,776,t2.small,173.68
96,78,398,330,t2.large,244.5
59,36,125,334,t2.large,168.27
86,59,457,641,t2.large,246.57
26,62,279,694,t2.large,188.02
35,52,391,606,t2.micro,128.03
37,55,103,454,t2.large,167.46
79,59,284,833,t2.micro,162.19
75,25,308,990,t2.micro,155.92
44,11,186,219,t2.small,85.6
78,62,141,741,t2.micro,146.61
43,85,211,384,t2.large,194.99
23,94,401,228,t2.medium,154.2
67,39,92,566,t2.large,181.09
38,17,210,317,t2.micro,79.62
96,60,191,657,t2.medium,190.94
57,71,340,140,t2.small,138.07
10,64,368,277,t2.small,108.26
30,80,199,230,t2.small,112.52
17,26,94,832,t2.medium,116.32
80,17,245,258,t2.large,181.44
85,24,318,264,t2.medium,153.48
24,56,405,255,t2.micro,109.74
71,96,162,953,t2.medium,203.18
43,94,273,384,t2.large,207.25
68,25,389,881,t2.micro,154.66
81,15,489,525,t2.medium,179.32
75,68,319,582,t2.large,229.03
88,34,53,372,t2.medium,145.73
52,35,349,396,t2.small,129.42
98,32,273,540,t2.small,156.62
63,83,188,224,t2.micro,127.32
28,61,272,138,t2.micro,91.73
70,58,241,686,t2.small,159.65
34,81,149,925,t2.micro,131.53
38,15,453,766,t2.micro,129.68
11,30,419,609,t2.large,174.07
52,88,372,613,t2.micro,159.85
71,36,405,768,t2.medium,185.11
12,61,242,858,t2.small,126.3
29,58,81,467,t2.small,100.23
22,84,436,728,t2.large,217.78
50,60,398,822,t2.small,169.0
62,78,63,838,t2.large,209.01
26,73,101,854,t2.micro,116.73
45,10,287,934,t2.micro,120.58
64,17,54,372,t2.small,97.62
19,33,266,707,t2.large,171.89
64,97,86,803,t2.small,159.56
30,73,245,348,t2.small,120.84
79,79,246,247,t2.medium,172.45
45,93,290,766,t2.medium,185.3
59,77,220,539,t2.large,212.57
76,34,85,443,t2.medium,142.5
31,29,320,206,t2.micro,87.38
98,56,493,165,t2.large,234.24
27,29,287,876,t2.large,187.3
57,32,407,467,t2.medium,158.42
74,41,191,265,t2.medium,146.77
96,16,461,942,t2.micro,179.71
25,56,198,612,t2.small,116.67
50,46,179,772,t2.small,132.61
32,93,63,858,t2.small,137.07
70,11,440,616,t2.large,208.41
83,20,188,652,t2.micro,128.77
81,22,111,283,t2.large,174.43
62,44,81,927,t2.large,201.71
10,70,232,770,t2.micro,118.77
97,81,251,405,t2.medium,194.23
32,50,74,458,t2.micro,86.74
35,20,277,582,t2.small,111.41
84,47,433,938,t2.small,194.11
66,84,299,281,t2.medium,173.61
73,13,429,403,t2.small,140.8
